doc_idx,start,length,uppercase_ratio,punct_density,digit_density,byte_fallback_ratio,mean_word_len,repetition_score
22060,27420136,2227,0.0377,0.0485,0.0009,0.0000,2.46,0.0931
22061,27422363,1324,0.2077,0.0498,0.0332,0.0038,2.42,0.1991
22062,27423687,1467,0.0545,0.0334,0.0068,0.0000,2.38,0.0786
22063,27425154,775,0.1058,0.0542,0.0323,0.0026,2.62,0.1269
22064,27425929,1787,0.0968,0.0755,0.0078,0.0000,2.81,0.0880
22065,27427716,1118,0.0608,0.0912,0.0242,0.0000,2.33,0.0574
22066,27428834,3440,0.0733,0.0779,0.0221,0.0012,2.49,0.0899
22067,27432274,2186,0.0878,0.0883,0.0329,0.0005,2.60,0.1306
22068,27434460,506,0.0692,0.0375,0.0020,0.0000,1.95,0.0060
22069,27434966,2474,0.0748,0.0574,0.0392,0.0097,2.16,0.0648
22070,27437440,1454,0.0667,0.0475,0.0076,0.0041,2.79,0.0710
22071,27438894,453,0.0287,0.0442,0.0000,0.0000,2.11,0.0644
22072,27439347,531,0.1808,0.0772,0.0791,0.0056,2.74,0.1686
22073,27439878,1409,0.2129,0.0987,0.0610,0.0007,2.66,0.0917
22074,27441287,1743,0.0763,0.0620,0.0321,0.0052,2.53,0.0695
22075,27443030,1088,0.0790,0.0827,0.0919,0.0000,2.46,0.1558
22076,27444118,2098,0.0853,0.0739,0.0386,0.0010,2.33,0.0706
22077,27446216,514,0.0623,0.0623,0.0000,0.0000,2.39,0.0939
22078,27446730,271,0.0443,0.0517,0.0000,0.0000,2.36,0.0560
22079,27447001,777,0.1042,0.0991,0.0270,0.0000,2.25,0.0685
22080,27447778,838,0.0537,0.0465,0.0143,0.0000,2.34,0.0743
22081,27448616,999,0.1592,0.0611,0.0040,0.0050,2.48,0.1054
22082,27449615,812,0.1158,0.0406,0.0209,0.0000,2.83,0.1310
22083,27450427,1430,0.1559,0.0930,0.0986,0.0126,2.89,0.1724
22084,27451857,1681,0.0535,0.0500,0.0327,0.0000,2.93,0.1406
22085,27453538,388,0.0438,0.0670,0.0000,0.0000,2.13,0.0286
22086,27453926,2456,0.0847,0.0542,0.0041,0.0138,2.58,0.0754
22087,27456382,4840,0.0630,0.0729,0.0393,0.0000,2.46,0.1220
22088,27461222,671,0.1714,0.0969,0.0298,0.0000,2.37,0.1123
22089,27461893,1763,0.0720,0.0442,0.0023,0.0000,2.08,0.0415
22090,27463656,2507,0.1053,0.0359,0.0666,0.0024,2.43,0.1877
22091,27466163,937,0.1377,0.0598,0.0331,0.0000,2.51,0.0353
22092,27467100,690,0.1072,0.0797,0.1377,0.0000,3.11,0.0742
22093,27467790,653,0.1761,0.0934,0.0551,0.0077,2.98,0.1523
22094,27468443,312,0.0865,0.0609,0.0128,0.0000,2.81,0.0194
22095,27468755,4982,0.0857,0.1196,0.0919,0.0100,3.43,0.0900
22096,27473737,334,0.0569,0.0988,0.0659,0.0000,2.55,0.0363
22097,27474071,1662,0.1041,0.0680,0.0030,0.0000,2.14,0.0549
22098,27475733,227,0.2775,0.0441,0.0000,0.0000,2.64,0.1786
22099,27475960,748,0.0802,0.0642,0.0080,0.0000,2.77,0.1570
22100,27476708,444,0.0923,0.0698,0.0000,0.0135,2.72,0.0317
22101,27477152,505,0.0574,0.0495,0.0000,0.0000,2.18,0.0458
22102,27477657,671,0.0909,0.0462,0.0328,0.0030,2.50,0.1153
22103,27478328,1443,0.1095,0.0520,0.0028,0.0000,2.03,0.0486
22104,27479771,203,0.1133,0.1034,0.0443,0.0000,2.36,0.0050
22105,27479974,549,0.0838,0.0546,0.0346,0.0000,2.59,0.0348
22106,27480523,397,0.0605,0.0856,0.0378,0.0000,2.76,0.0406
22107,27480920,380,0.0921,0.0737,0.0211,0.0053,2.86,0.0186
22108,27481300,256,0.0781,0.0859,0.0391,0.0039,2.10,0.0198
22109,27481556,774,0.1292,0.0646,0.0413,0.0000,2.55,0.0584
22110,27482330,503,0.0855,0.0616,0.0318,0.0000,2.13,0.0480
22111,27482833,831,0.1167,0.0746,0.0156,0.0000,2.65,0.0423
22112,27483664,2940,0.0633,0.0578,0.0245,0.0034,2.23,0.0957
22113,27486604,709,0.0550,0.0663,0.0169,0.0000,2.35,0.0581
22114,27487313,335,0.0507,0.0597,0.0060,0.0000,2.04,0.0482
22115,27487648,1465,0.1099,0.0792,0.0416,0.0014,2.24,0.0917
22116,27489113,152,0.1842,0.0658,0.0658,0.0263,2.62,0.0201
22117,27489265,227,0.1938,0.1013,0.0308,0.0000,2.87,0.0625
22118,27489492,1113,0.0881,0.0602,0.0171,0.0000,2.54,0.0802
22119,27490605,800,0.2162,0.1250,0.0225,0.0000,3.17,0.1619
22120,27491405,221,0.0317,0.0452,0.0181,0.0000,1.96,0.0138
22121,27491626,179,0.1508,0.0559,0.0223,0.0223,2.75,0.0057
22122,27491805,346,0.0751,0.0780,0.0058,0.0000,2.06,0.0058
22123,27492151,554,0.1173,0.0650,0.0072,0.0000,2.47,0.0127
22124,27492705,322,0.0745,0.0994,0.0932,0.0155,2.80,0.0094
22125,27493027,1520,0.0816,0.0836,0.0974,0.0007,2.74,0.1272
22126,27494547,884,0.1391,0.0611,0.0464,0.0147,2.72,0.0806
22127,27495431,356,0.0758,0.0646,0.0253,0.0000,2.52,0.0510
22128,27495787,552,0.1014,0.1087,0.1014,0.0036,2.92,0.0364
22129,27496339,380,0.0868,0.0421,0.0316,0.0000,2.25,0.0531
22130,27496719,352,0.1250,0.0540,0.1051,0.0000,2.36,0.0544
22131,27497071,2312,0.0848,0.0891,0.0593,0.0000,2.36,0.0909
22132,27499383,388,0.0722,0.0541,0.0052,0.0000,2.85,0.0286
22133,27499771,1384,0.0701,0.0535,0.0029,0.0000,2.43,0.0659
22134,27501155,391,0.0639,0.0844,0.0179,0.0000,2.17,0.0284
22135,27501546,1368,0.1009,0.0694,0.0183,0.0051,2.46,0.0381
22136,27502914,1803,0.1015,0.0776,0.0072,0.0000,2.53,0.0722
22137,27504717,2728,0.0979,0.0678,0.0396,0.0015,2.38,0.1123
22138,27507445,1819,0.0951,0.0462,0.0220,0.0330,2.64,0.0562
22139,27509264,1539,0.1202,0.1085,0.0227,0.0000,2.93,0.1504
22140,27510803,441,0.0680,0.0476,0.0476,0.0045,2.49,0.0411
22141,27511244,300,0.0733,0.0800,0.0500,0.0000,2.83,0.0236
22142,27511544,620,0.1016,0.1484,0.1129,0.0000,4.08,0.1831
22143,27512164,398,0.1307,0.0553,0.0251,0.0000,2.82,0.0835
22144,27512562,1839,0.0892,0.0870,0.0430,0.0044,2.79,0.1291
22145,27514401,587,0.1005,0.0681,0.0324,0.0000,2.48,0.1164
22146,27514988,1248,0.0881,0.1002,0.0561,0.0000,2.40,0.0827
22147,27516236,183,0.0656,0.0328,0.0000,0.0000,2.51,0.1278
22148,27516419,1220,0.1287,0.0664,0.0361,0.0000,2.56,0.0953
22149,27517639,243,0.0947,0.0700,0.0412,0.0000,2.59,0.0375
22150,27517882,7298,0.0870,0.0611,0.0171,0.0001,2.51,0.1975
22151,27525180,1203,0.0432,0.0773,0.0075,0.0025,2.06,0.0375
22152,27526383,652,0.0905,0.1242,0.0123,0.0000,2.50,0.0493
22153,27527035,751,0.0786,0.0559,0.0333,0.0000,2.60,0.1163
22154,27527786,842,0.0713,0.0618,0.0226,0.0000,2.43,0.0954
22155,27528628,205,0.1024,0.0683,0.0049,0.0000,2.20,0.0149
22156,27528833,3191,0.0821,0.0946,0.0451,0.0016,2.36,0.1123
22157,27532024,1015,0.0798,0.0365,0.0266,0.0000,2.34,0.1739
22158,27533039,1548,0.0775,0.0775,0.0258,0.0000,2.53,0.1197
22159,27534587,1434,0.0955,0.0537,0.0300,0.0042,2.41,0.0650
22160,27536021,543,0.0994,0.0681,0.0184,0.0000,2.29,0.0333
22161,27536564,140,0.1571,0.0643,0.0786,0.0000,2.46,0.0876
22162,27536704,667,0.0870,0.0450,0.0345,0.0045,2.37,0.0166
22163,27537371,514,0.0992,0.0603,0.0097,0.0214,2.28,0.0215
22164,27537885,1681,0.1101,0.1202,0.0054,0.0000,2.09,0.0536
22165,27539566,1110,0.0739,0.0919,0.0144,0.0009,2.55,0.0578
22166,27540676,14297,0.0846,0.1039,0.0525,0.0016,2.81,0.2608
22167,27554973,6858,0.0882,0.0599,0.0257,0.0006,2.63,0.1065
22168,27561831,292,0.2466,0.0925,0.0068,0.0000,2.41,0.0035
22169,27562123,713,0.1459,0.0856,0.0603,0.0000,2.83,0.0592
22170,27562836,1513,0.1084,0.0853,0.0178,0.0000,2.14,0.0166
22171,27564349,906,0.0640,0.0442,0.0364,0.0000,2.57,0.0919
22172,27565255,381,0.0892,0.0656,0.0079,0.0000,2.68,0.2963
22173,27565636,648,0.0633,0.0370,0.0262,0.0000,1.91,0.0403
22174,27566284,3016,0.0451,0.0584,0.0040,0.0000,2.39,0.0634
22175,27569300,368,0.0815,0.0299,0.0217,0.0000,2.67,0.0438
22176,27569668,105,0.0286,0.1048,0.0000,0.0000,2.06,0.0000
22177,27569773,286,0.0839,0.1049,0.0559,0.0000,3.04,0.0353
22178,27570059,1758,0.0336,0.0603,0.0000,0.0000,2.30,0.0507
22179,27571817,416,0.1106,0.0481,0.0024,0.0000,2.05,0.0291
22180,27572233,1881,0.0532,0.0659,0.0037,0.0000,2.12,0.0724
22181,27574114,394,0.0685,0.0660,0.0178,0.0000,2.42,0.0281
22182,27574508,337,0.0445,0.0356,0.0178,0.0000,2.65,0.0479
22183,27574845,668,0.0958,0.0749,0.0180,0.0000,2.09,0.0271
22184,27575513,812,0.0739,0.0936,0.0603,0.0000,2.33,0.0569
22185,27576325,1424,0.0386,0.0456,0.0204,0.0028,2.78,0.1527
22186,27577749,750,0.1133,0.0813,0.0027,0.0133,2.30,0.0388
22187,27578499,587,0.0545,0.0460,0.0221,0.0170,2.63,0.0325
22188,27579086,1638,0.0952,0.0635,0.0256,0.0140,2.14,0.0544
22189,27580724,765,0.0810,0.0484,0.0654,0.0000,2.49,0.1142
22190,27581489,1693,0.0496,0.0543,0.0047,0.0000,2.33,0.0172
22191,27583182,234,0.1795,0.0897,0.0470,0.0299,2.72,0.0087
22192,27583416,455,0.1253,0.1165,0.0659,0.0462,2.71,0.1040
22193,27583871,758,0.0515,0.0778,0.0066,0.0000,2.38,0.0556
22194,27584629,2095,0.0768,0.0549,0.0253,0.0067,2.90,0.1582
22195,27586724,798,0.2393,0.0664,0.0940,0.0000,2.79,0.1585
22196,27587522,2524,0.0567,0.0725,0.0107,0.0012,2.17,0.0662
22197,27590046,239,0.1841,0.0544,0.0795,0.0000,2.46,0.0424
22198,27590285,135,0.0889,0.0963,0.0074,0.0000,2.37,0.0000
22199,27590420,359,0.1114,0.0808,0.0167,0.0056,2.74,0.0197
22200,27590779,719,0.1071,0.0737,0.0598,0.0195,2.60,0.0852
22201,27591498,1762,0.0778,0.0681,0.0131,0.0068,2.53,0.0688
22202,27593260,152,0.0724,0.0855,0.0132,0.0000,2.03,0.0201
22203,27593412,526,0.0323,0.0722,0.0247,0.0000,2.20,0.0344
22204,27593938,149,0.0403,0.0805,0.0336,0.0000,2.37,0.0137
22205,27594087,324,0.1235,0.1111,0.0340,0.0154,3.38,0.0218
22206,27594411,471,0.0913,0.0616,0.0467,0.0318,2.43,0.0855
22207,27594882,7887,0.0983,0.1008,0.0986,0.0000,2.60,0.1739
22208,27602769,579,0.1485,0.1105,0.0276,0.0000,2.60,0.1076
22209,27603348,615,0.0927,0.0407,0.0228,0.0000,2.50,0.1144
22210,27603963,2435,0.0723,0.0460,0.0041,0.0008,2.05,0.1127
22211,27606398,258,0.0775,0.0465,0.0000,0.0078,2.13,0.0000
22212,27606656,677,0.0650,0.0532,0.0103,0.0000,2.46,0.0312
22213,27607333,1215,0.0724,0.0749,0.0395,0.0000,2.60,0.0627
22214,27608548,365,0.0849,0.0740,0.0658,0.0000,2.52,0.0663
22215,27608913,204,0.0784,0.0392,0.0000,0.0000,2.40,0.0348
22216,27609117,646,0.1223,0.0681,0.0480,0.0000,2.21,0.0451
22217,27609763,1071,0.0458,0.0439,0.0000,0.0000,2.06,0.0440
22218,27610834,290,0.1414,0.1621,0.1103,0.0345,3.41,0.0279
22219,27611124,1457,0.1036,0.0693,0.0151,0.0000,1.82,0.0578
22220,27612581,285,0.1088,0.0982,0.0807,0.0351,2.79,0.0532
22221,27612866,283,0.1201,0.0530,0.0318,0.0000,2.34,0.0464
22222,27613149,2469,0.0563,0.0697,0.0081,0.0154,2.71,0.0896
22223,27615618,247,0.0243,0.0648,0.0000,0.0000,2.13,0.0287
22224,27615865,521,0.0845,0.0960,0.0326,0.0096,2.73,0.1139
22225,27616386,657,0.0959,0.0457,0.0274,0.0076,2.37,0.0260
22226,27617043,1916,0.0981,0.0825,0.0371,0.0047,2.72,0.0805
22227,27618959,1916,0.1827,0.0569,0.0621,0.0021,2.93,0.2128
22228,27620875,392,0.0740,0.0791,0.0969,0.0000,2.84,0.0720
22229,27621267,561,0.0499,0.0713,0.0196,0.0000,2.71,0.0448
22230,27621828,2775,0.1128,0.0645,0.0148,0.0014,2.87,0.1447
22231,27624603,145,0.2207,0.0552,0.0483,0.0069,2.42,0.0000
22232,27624748,124,0.0806,0.0726,0.0000,0.0000,2.21,0.0165
22233,27624872,533,0.1276,0.0432,0.0525,0.0000,2.67,0.0962
22234,27625405,1743,0.0666,0.0522,0.0138,0.0000,2.69,0.1144
22235,27627148,1434,0.0990,0.0872,0.0391,0.0132,2.87,0.1502
22236,27628582,1683,0.0713,0.0499,0.0119,0.0000,2.22,0.0994
22237,27630265,685,0.0964,0.0818,0.0073,0.0000,2.30,0.0543
22238,27630950,722,0.1288,0.1177,0.1371,0.0000,3.28,0.1933
22239,27631672,1010,0.0554,0.0614,0.0089,0.0257,2.27,0.0963
22240,27632682,544,0.2004,0.0882,0.0423,0.0000,2.78,0.1238
22241,27633226,405,0.1605,0.0494,0.0222,0.0000,2.65,0.0647
22242,27633631,1457,0.0920,0.0426,0.0062,0.0000,2.21,0.0543
22243,27635088,1700,0.1018,0.0806,0.0259,0.0000,2.66,0.0701
22244,27636788,1070,0.0935,0.0579,0.0318,0.0019,2.38,0.0422
22245,27637858,175,0.0914,0.0629,0.0171,0.0000,2.33,0.0349
22246,27638033,305,0.0328,0.0689,0.0131,0.0000,2.63,0.0033
22247,27638338,4259,0.0542,0.0960,0.0002,0.0183,2.27,0.1039
22248,27642597,140,0.1929,0.0429,0.1143,0.0143,2.98,0.0146
22249,27642737,182,0.2473,0.0604,0.0989,0.0110,3.31,0.0615
22250,27642919,1315,0.1513,0.0494,0.0753,0.0433,2.85,0.1669
22251,27644234,1178,0.1316,0.0756,0.0374,0.0008,2.69,0.1702
22252,27645412,698,0.1117,0.0731,0.0100,0.0000,2.68,0.0878
22253,27646110,767,0.1199,0.0821,0.0522,0.0026,2.76,0.0209
22254,27646877,1804,0.1524,0.0726,0.0144,0.0022,2.61,0.1960
22255,27648681,839,0.0810,0.0787,0.0584,0.0000,2.87,0.0646
22256,27649520,1227,0.1108,0.1304,0.0864,0.0139,3.42,0.1381
22257,27650747,214,0.1449,0.0701,0.0000,0.0000,2.18,0.0332
22258,27650961,2365,0.0638,0.0490,0.0051,0.0097,2.20,0.0466
22259,27653326,308,0.0487,0.0942,0.0455,0.0000,2.73,0.0295
22260,27653634,2641,0.0481,0.0492,0.0053,0.0000,2.52,0.0914
22261,27656275,452,0.0664,0.0509,0.0221,0.0000,2.40,0.1024
22262,27656727,188,0.0691,0.1702,0.0638,0.0160,3.36,0.0000
22263,27656915,1370,0.0832,0.0613,0.0131,0.0007,2.37,0.0571
22264,27658285,688,0.1279,0.0596,0.0262,0.0029,2.46,0.1124
22265,27658973,258,0.1085,0.0775,0.0194,0.0039,2.58,0.0353
22266,27659231,436,0.0665,0.0459,0.0183,0.0000,2.17,0.0277
22267,27659667,540,0.0815,0.0796,0.0000,0.0000,2.42,0.0447
22268,27660207,415,0.0892,0.0627,0.0000,0.0000,2.43,0.0728
22269,27660622,409,0.0831,0.1687,0.0782,0.0440,3.79,0.1084
22270,27661031,1021,0.1606,0.0940,0.0176,0.0049,2.41,0.0678
22271,27662052,2586,0.0901,0.0739,0.0205,0.0039,2.29,0.0805
22272,27664638,154,0.1429,0.0260,0.0000,0.0000,2.37,0.0795
22273,27664792,477,0.1132,0.0587,0.0650,0.0189,2.37,0.0928
22274,27665269,347,0.0692,0.0317,0.0115,0.0000,2.71,0.0756
22275,27665616,1428,0.1457,0.0980,0.0854,0.0000,2.80,0.3165
22276,27667044,959,0.1366,0.0855,0.0209,0.0010,2.60,0.1977
22277,27668003,895,0.1073,0.0804,0.0279,0.0056,2.70,0.0549
22278,27668898,1372,0.0620,0.0802,0.0729,0.0007,2.58,0.1176
22279,27670270,1420,0.1204,0.0507,0.0141,0.0000,2.10,0.0332
22280,27671690,463,0.0864,0.0497,0.0238,0.0000,2.28,0.0761
22281,27672153,564,0.0496,0.0479,0.0638,0.0000,2.94,0.0945
22282,27672717,1099,0.1146,0.0755,0.0045,0.0100,2.30,0.0812
22283,27673816,1029,0.0894,0.0748,0.0292,0.0000,2.44,0.0614
22284,27674845,440,0.1409,0.0773,0.0091,0.0045,2.82,0.0503
22285,27675285,1115,0.0673,0.0520,0.0197,0.0036,2.27,0.0621
22286,27676400,550,0.0600,0.0927,0.0764,0.0055,2.61,0.1371
22287,27676950,126,0.1429,0.0556,0.0317,0.0159,2.80,0.0407
22288,27677076,1033,0.0484,0.0513,0.0126,0.0000,2.43,0.0922
22289,27678109,1389,0.0713,0.0562,0.0122,0.0000,2.07,0.0209
22290,27679498,430,0.0767,0.0395,0.0047,0.0000,2.18,0.0515
22291,27679928,338,0.0473,0.0385,0.0118,0.0000,1.85,0.0209
22292,27680266,294,0.0408,0.0408,0.0000,0.0000,1.85,0.0344
22293,27680560,280,0.1286,0.0571,0.0429,0.0000,2.72,0.0289
22294,27680840,528,0.0758,0.0511,0.0114,0.0000,2.35,0.0476
22295,27681368,103,0.1650,0.0777,0.0000,0.0194,2.15,0.0200
22296,27681471,1254,0.0869,0.0622,0.0080,0.0016,2.45,0.0631
22297,27682725,1665,0.1099,0.0817,0.0637,0.0018,2.55,0.0806
22298,27684390,422,0.1066,0.0711,0.0047,0.0000,2.31,0.0621
22299,27684812,240,0.0333,0.0667,0.0000,0.0000,2.93,0.0717
22300,27685052,544,0.0680,0.0588,0.0221,0.0018,2.29,0.0610
22301,27685596,294,0.0748,0.0272,0.0714,0.0000,2.49,0.1306
22302,27685890,625,0.1120,0.0800,0.0160,0.0000,2.34,0.0113
22303,27686515,2969,0.0835,0.0980,0.0135,0.0037,2.67,0.1005
22304,27689484,6180,0.1570,0.0783,0.0154,0.0028,2.62,0.1889
22305,27695664,1288,0.0458,0.0652,0.0039,0.0000,2.10,0.0288
22306,27696952,144,0.1111,0.0417,0.0000,0.0000,1.92,0.0142
22307,27697096,265,0.0679,0.1472,0.1132,0.0415,4.08,0.0763
22308,27697361,203,0.0788,0.1281,0.0099,0.0000,2.18,0.0150
22309,27697564,1530,0.0745,0.0608,0.0275,0.0000,2.35,0.0485
22310,27699094,278,0.1007,0.0971,0.1259,0.0000,3.16,0.0473
22311,27699372,957,0.0669,0.0470,0.0240,0.0000,2.37,0.1530
22312,27700329,1087,0.0515,0.0883,0.0120,0.0000,2.53,0.0581
22313,27701416,766,0.0888,0.0509,0.0104,0.0000,2.17,0.0341
22314,27702182,370,0.0865,0.0892,0.0000,0.0000,2.52,0.0218
22315,27702552,827,0.0411,0.0508,0.0097,0.0000,2.38,0.0704
22316,27703379,724,0.1312,0.0663,0.0442,0.0000,2.86,0.0763
22317,27704103,173,0.2370,0.0578,0.0289,0.0520,2.84,0.0000
22318,27704276,523,0.0669,0.0765,0.0210,0.0000,3.02,0.0846
22319,27704799,2075,0.1470,0.0477,0.0092,0.0000,2.63,0.0439
22320,27706874,4016,0.0891,0.0642,0.0321,0.0005,2.34,0.0897
22321,27710890,3179,0.0698,0.0617,0.0047,0.0000,2.58,0.1936
22322,27714069,1834,0.1041,0.0682,0.0082,0.0000,2.40,0.0945
22323,27715903,590,0.0814,0.0864,0.0169,0.0034,2.03,0.0085
22324,27716493,1855,0.0598,0.0615,0.0075,0.0000,2.42,0.0988
22325,27718348,324,0.0679,0.0370,0.0031,0.0000,2.45,0.0935
22326,27718672,159,0.0692,0.0692,0.0126,0.0126,2.37,0.0000
22327,27718831,1099,0.1156,0.0664,0.0437,0.0000,2.80,0.1058
22328,27719930,346,0.0867,0.0289,0.0000,0.0000,2.16,0.0525
22329,27720276,139,0.0791,0.0719,0.0000,0.0000,2.53,0.0000
22330,27720415,1718,0.0570,0.0768,0.0378,0.0000,2.37,0.1569
22331,27722133,205,0.1220,0.0780,0.0195,0.0000,3.20,0.0743
22332,27722338,1290,0.0574,0.0527,0.0194,0.0031,2.89,0.0692
22333,27723628,651,0.0937,0.0707,0.0077,0.0046,2.84,0.1682
22334,27724279,467,0.1071,0.0578,0.0043,0.0000,2.18,0.0259
22335,27724746,675,0.1170,0.0548,0.0089,0.0000,2.44,0.1399
22336,27725421,960,0.1083,0.0552,0.0073,0.0031,2.41,0.0930
22337,27726381,1223,0.0662,0.0654,0.0147,0.0000,2.50,0.0893
22338,27727604,686,0.0889,0.0379,0.0058,0.0029,2.40,0.1069
22339,27728290,2610,0.0751,0.0682,0.0391,0.0069,2.74,0.1204
22340,27730900,1190,0.1160,0.0605,0.0244,0.0000,2.77,0.1078
22341,27732090,971,0.0896,0.0422,0.0278,0.0010,2.29,0.0248
22342,27733061,828,0.1027,0.0797,0.0097,0.0000,2.47,0.0085
22343,27733889,760,0.0987,0.0697,0.0211,0.0000,2.83,0.1123
22344,27734649,753,0.1660,0.0876,0.0452,0.0000,2.70,0.1307
22345,27735402,1977,0.0956,0.1163,0.0506,0.0020,3.37,0.1565
22346,27737379,2992,0.0916,0.0471,0.0341,0.0010,2.62,0.1111
22347,27740371,330,0.1909,0.0485,0.0000,0.0000,2.43,0.1590
22348,27740701,383,0.0836,0.0418,0.0209,0.0157,2.39,0.0342
22349,27741084,778,0.1825,0.0566,0.0167,0.0000,2.74,0.0723
22350,27741862,823,0.0535,0.0632,0.0182,0.0000,2.18,0.0683
22351,27742685,1606,0.2017,0.0940,0.1638,0.0056,3.49,0.2277
22352,27744291,2604,0.0887,0.0626,0.0142,0.0000,2.56,0.0773
22353,27746895,651,0.0707,0.0553,0.0061,0.0000,2.50,0.0293
22354,27747546,2148,0.1308,0.0857,0.0149,0.0000,2.46,0.0746
22355,27749694,1276,0.0729,0.0533,0.0321,0.0000,2.32,0.0841
22356,27750970,9114,0.1006,0.0778,0.0122,0.0013,2.66,0.1545
22357,27760084,305,0.1705,0.1049,0.0000,0.0131,3.28,0.0662
22358,27760389,180,0.0667,0.0778,0.0500,0.0000,2.86,0.0621
22359,27760569,824,0.0680,0.0510,0.0012,0.0073,2.13,0.0353
22360,27761393,4746,0.0820,0.0407,0.0114,0.0000,2.73,0.1210
22361,27766139,3056,0.0612,0.0648,0.0203,0.0000,2.43,0.0881
22362,27769195,216,0.0231,0.0926,0.1111,0.0000,2.10,0.1127
22363,27769411,463,0.0410,0.1598,0.1361,0.0022,2.56,0.0761
22364,27769874,157,0.1720,0.1083,0.1019,0.0255,3.49,0.0000
22365,27770031,5149,0.0806,0.0823,0.0054,0.0008,2.28,0.0855
22366,27775180,340,0.0882,0.0618,0.0147,0.0000,2.58,0.0386
22367,27775520,395,0.0430,0.0684,0.1013,0.0000,2.15,0.1199
22368,27775915,2574,0.0761,0.0761,0.0284,0.0000,2.54,0.0797
22369,27778489,239,0.1172,0.0753,0.0251,0.0042,2.63,0.0254
22370,27778728,216,0.1065,0.0787,0.0185,0.0000,2.92,0.1033
22371,27778944,1197,0.0844,0.0752,0.0192,0.0000,2.53,0.1005
22372,27780141,471,0.0870,0.0446,0.0085,0.0106,2.62,0.0363
22373,27780612,5536,0.0562,0.0609,0.0036,0.0004,2.08,0.0452
22374,27786148,1525,0.0682,0.0669,0.0164,0.0033,2.26,0.1005
22375,27787673,463,0.0799,0.0389,0.0238,0.0000,2.45,0.0522
22376,27788136,689,0.0450,0.0972,0.0029,0.0000,2.51,0.0233
22377,27788825,2453,0.0775,0.0628,0.0318,0.0000,2.42,0.1135
22378,27791278,985,0.0426,0.0579,0.0274,0.0000,2.55,0.0967
22379,27792263,299,0.0234,0.0535,0.0000,0.0000,1.70,0.0203
22380,27792562,12017,0.1271,0.0761,0.0598,0.0043,3.26,0.2920
22381,27804579,1721,0.0616,0.0546,0.0134,0.0000,2.45,0.0698
22382,27806300,847,0.0921,0.0496,0.0201,0.0012,2.28,0.0877
22383,27807147,850,0.0953,0.0694,0.0341,0.0059,2.37,0.0803
22384,27807997,1162,0.0843,0.0671,0.0327,0.0009,2.68,0.1087
22385,27809159,273,0.1612,0.0586,0.0000,0.0000,2.29,0.0889
22386,27809432,4342,0.1156,0.0626,0.0401,0.0023,2.69,0.3001
22387,27813774,385,0.0779,0.1091,0.1636,0.0052,3.08,0.0759
22388,27814159,592,0.1199,0.0473,0.0405,0.0000,2.55,0.0747
22389,27814751,1588,0.1134,0.0932,0.0510,0.0013,2.64,0.0644
22390,27816339,1869,0.1134,0.0685,0.0064,0.0000,2.12,0.0472
22391,27818208,3559,0.0537,0.0725,0.0045,0.0011,2.49,0.0613
22392,27821767,565,0.0832,0.0442,0.0035,0.0000,2.16,0.0427
22393,27822332,835,0.0838,0.0539,0.0036,0.0000,2.37,0.0974
22394,27823167,1524,0.0531,0.0617,0.0459,0.0000,2.72,0.0625
22395,27824691,1084,0.0286,0.0470,0.0083,0.0000,2.19,0.1175
22396,27825775,7373,0.0741,0.0620,0.0435,0.0027,2.71,0.1426
22397,27833148,1032,0.0814,0.1105,0.0242,0.0000,2.44,0.0884
22398,27834180,783,0.1098,0.0524,0.0511,0.0026,2.82,0.0590
22399,27834963,183,0.0273,0.0929,0.0437,0.0000,2.10,0.0056
22400,27835146,581,0.0861,0.0585,0.0344,0.0000,2.59,0.1522
22401,27835727,189,0.1164,0.1164,0.0000,0.0106,3.57,0.0054
22402,27835916,614,0.1026,0.0440,0.0423,0.0293,2.54,0.0753
22403,27836530,1684,0.0772,0.0754,0.0220,0.0000,2.66,0.0571
22404,27838214,206,0.0971,0.0874,0.0728,0.0000,3.03,0.0788
22405,27838420,575,0.0730,0.0487,0.0348,0.0000,2.14,0.0367
22406,27838995,1429,0.0938,0.0833,0.0119,0.0000,2.69,0.0652
22407,27840424,225,0.1556,0.0711,0.0622,0.0000,2.74,0.0180
22408,27840649,226,0.0487,0.0531,0.0000,0.0000,2.04,0.0179
22409,27840875,2057,0.1021,0.0788,0.0190,0.0000,2.94,0.0784
22410,27842932,206,0.1650,0.0340,0.0631,0.0000,2.42,0.0591
22411,27843138,514,0.0875,0.0467,0.0350,0.0000,2.26,0.0450
22412,27843652,363,0.0606,0.1074,0.0771,0.0028,2.07,0.0444
22413,27844015,590,0.0746,0.0610,0.0000,0.0000,2.04,0.0409
22414,27844605,629,0.0238,0.0604,0.0636,0.0000,2.61,0.1246
22415,27845234,312,0.1378,0.0385,0.0000,0.0000,2.92,0.1424
22416,27845546,158,0.1076,0.0506,0.0380,0.0000,2.39,0.0903
22417,27845704,1387,0.0981,0.0908,0.0332,0.0000,2.59,0.0708
22418,27847091,445,0.0652,0.0697,0.0045,0.0000,2.38,0.0407
22419,27847536,205,0.1415,0.0439,0.0293,0.0000,2.77,0.0545
22420,27847741,2139,0.0757,0.0697,0.0332,0.0023,2.37,0.1236
22421,27849880,1438,0.0695,0.0522,0.0035,0.0063,2.14,0.0571
22422,27851318,2078,0.2334,0.0895,0.0149,0.0019,2.72,0.1783
